chunk_id,chunk_type,source_id,chapter_id,chapter_name,concept_id,concept_name,difficulty,title,content,search_text,doc_id
solution::q_tb_grouped_data_mean_002,solution,q_tb_grouped_data_mean_002,ch_statistics,Statistics,c_grouped_data_mean,Mean of Grouped Data,medium,Worked Solution: q_tb_grouped_data_mean_002,"Question: Find the mean of the grouped data: class intervals 10-20, 20-30, 30-40, 40-50 with frequencies 4, 6, 10, 5.. Worked solution: Class marks are 15, 25, 35 and 45. Sum(fx) = 4x15 + 6x25 + 10x35 + 5x45 = 60 + 150 + 350 + 225 = 785. Total frequency = 25. Mean = 785/25 = 31.4.. Final answer: 31.4","Worked Solution: q_tb_grouped_data_mean_002 Statistics Mean of Grouped Data medium Question: Find the mean of the grouped data: class intervals 10-20, 20-30, 30-40, 40-50 with frequencies 4, 6, 10, 5.. Worked solution: Class marks are 15, 25, 35 and 45. Sum(fx) = 4x15 + 6x25 + 10x35 + 5x45 = 60 + 150 + 350 + 225 = 785. Total frequency = 25. Mean = 785/25 = 31.4.. Final answer: 31.4",solution::q_tb_grouped_data_mean_002
solution::q_tb_grouped_data_median_mode_001,solution,q_tb_grouped_data_median_mode_001,ch_statistics,Statistics,c_grouped_data_median_mode,Median and Mode of Grouped Data,medium,Worked Solution: q_tb_grouped_data_median_mode_001,"Question: Find the mode of the grouped data: class intervals 0-10, 10-20, 20-30, 30-40, 40-50 with frequencies 3, 7, 12, 8, 5.. Worked solution: The modal class is 20-30 because it has the highest frequency 12. Using Mode = l + [(f1 - f0)/(2f1 - f0 - f2)] x h with l = 20, h = 10, f1 = 12, f0 = 7 and f2 = 8, Mode = 20 + (5/9) x 10 = 25.56 approximately.. Final answer: 25.56 approximately","Worked Solution: q_tb_grouped_data_median_mode_001 Statistics Median and Mode of Grouped Data medium Question: Find the mode of the grouped data: class intervals 0-10, 10-20, 20-30, 30-40, 40-50 with frequencies 3, 7, 12, 8, 5.. Worked solution: The modal class is 20-30 because it has the highest frequency 12. Using Mode = l + [(f1 - f0)/(2f1 - f0 - f2)] x h with l = 20, h = 10, f1 = 12, f0 = 7 and f2 = 8, Mode = 20 + (5/9) x 10 = 25.56 approximately.. Final answer: 25.56 approximately",solution::q_tb_grouped_data_median_mode_001
solution::q_tb_grouped_data_median_mode_002,solution,q_tb_grouped_data_median_mode_002,ch_statistics,Statistics,c_grouped_data_median_mode,Median and Mode of Grouped Data,medium,Worked Solution: q_tb_grouped_data_median_mode_002,"Question: Find the median of the grouped data: class intervals 0-10, 10-20, 20-30, 30-40 with frequencies 5, 9, 7, 4.. Worked solution: Total frequency N = 25, so N/2 = 12.5. Cumulative frequencies are 5, 14, 21, 25, so the median class is 10-20. Using Median = l + [(N/2 - cf)/f] x h with l = 10, cf = 5, f = 9, h = 10, Median = 10 + (7.5/9) x 10 = 18.33 approximately.. Final answer: 18.33 approximately","Worked Solution: q_tb_grouped_data_median_mode_002 Statistics Median and Mode of Grouped Data medium Question: Find the median of the grouped data: class intervals 0-10, 10-20, 20-30, 30-40 with frequencies 5, 9, 7, 4.. Worked solution: Total frequency N = 25, so N/2 = 12.5. Cumulative frequencies are 5, 14, 21, 25, so the median class is 10-20. Using Median = l + [(N/2 - cf)/f] x h with l = 10, cf = 5, f = 9, h = 10, Median = 10 + (7.5/9) x 10 = 18.33 approximately.. Final answer: 18.33 approximately",solution::q_tb_grouped_data_median_mode_002
solution::q_tb_combination_solids_surface_area_002,solution,q_tb_combination_solids_surface_area_002,ch_surface_areas_volumes,Surface Areas and Volumes,c_combination_solids_surface_area,Surface Area of Combined Solids,hard,Worked Solution: q_tb_combination_solids_surface_area_002,Question: A solid metallic object is formed by a cone of radius 3 cm and height 4 cm mounted on a hemisphere of radius 3 cm. Find its total external surface area in terms of pi.. Worked solution: Slant height of cone = sqrt(3^2 + 4^2) = 5 cm. External surface area = curved surface area of cone + curved surface area of hemisphere = pi r l + 2pi r^2 = pi x 3 x 5 + 2pi x 3^2 = 15pi + 18pi = 33pi square cm.. Final answer: 33pi square cm,Worked Solution: q_tb_combination_solids_surface_area_002 Surface Areas and Volumes Surface Area of Combined Solids hard Question: A solid metallic object is formed by a cone of radius 3 cm and height 4 cm mounted on a hemisphere of radius 3 cm. Find its total external surface area in terms of pi.. Worked solution: Slant height of cone = sqrt(3^2 + 4^2) = 5 cm. External surface area = curved surface area of cone + curved surface area of hemisphere = pi r l + 2pi r^2 = pi x 3 x 5 + 2pi x 3^2 = 15pi + 18pi = 33pi square cm.. Final answer: 33pi square cm,solution::q_tb_combination_solids_surface_area_002
solution::q_tb_combination_solids_surface_area_001,solution,q_tb_combination_solids_surface_area_001,ch_surface_areas_volumes,Surface Areas and Volumes,c_combination_solids_surface_area,Surface Area of Combined Solids,medium,Worked Solution: q_tb_combination_solids_surface_area_001,"Question: A toy is made by attaching a hemisphere of radius 3 cm on top of a cylinder of the same radius and height 6 cm. Find its external surface area, excluding the base touching the table.. Worked solution: External surface area = curved surface area of hemisphere + curved surface area of cylinder = 2pi r^2 + 2pi rh = 2pi x 3^2 + 2pi x 3 x 6 = 18pi + 36pi = 54pi square cm.. Final answer: 54pi square cm","Worked Solution: q_tb_combination_solids_surface_area_001 Surface Areas and Volumes Surface Area of Combined Solids medium Question: A toy is made by attaching a hemisphere of radius 3 cm on top of a cylinder of the same radius and height 6 cm. Find its external surface area, excluding the base touching the table.. Worked solution: External surface area = curved surface area of hemisphere + curved surface area of cylinder = 2pi r^2 + 2pi rh = 2pi x 3^2 + 2pi x 3 x 6 = 18pi + 36pi = 54pi square cm.. Final answer: 54pi square cm",solution::q_tb_combination_solids_surface_area_001
solution::q_tb_combination_solids_volume_002,solution,q_tb_combination_solids_volume_002,ch_surface_areas_volumes,Surface Areas and Volumes,c_combination_solids_volume,Volume of Combined Solids,hard,Worked Solution: q_tb_combination_solids_volume_002,Question: A medicine capsule consists of a cylinder of height 14 mm with two hemispherical ends of radius 3 mm. Find its volume in cubic millimetres in terms of pi.. Worked solution: The two hemispheres together make one sphere of radius 3 mm. Volume = volume of cylinder + volume of sphere = pi x 3^2 x 14 + (4/3)pi x 3^3 = 126pi + 36pi = 162pi cubic mm.. Final answer: 162pi cubic mm,Worked Solution: q_tb_combination_solids_volume_002 Surface Areas and Volumes Volume of Combined Solids hard Question: A medicine capsule consists of a cylinder of height 14 mm with two hemispherical ends of radius 3 mm. Find its volume in cubic millimetres in terms of pi.. Worked solution: The two hemispheres together make one sphere of radius 3 mm. Volume = volume of cylinder + volume of sphere = pi x 3^2 x 14 + (4/3)pi x 3^3 = 126pi + 36pi = 162pi cubic mm.. Final answer: 162pi cubic mm,solution::q_tb_combination_solids_volume_002
solution::q_tb_combination_solids_volume_001,solution,q_tb_combination_solids_volume_001,ch_surface_areas_volumes,Surface Areas and Volumes,c_combination_solids_volume,Volume of Combined Solids,medium,Worked Solution: q_tb_combination_solids_volume_001,Question: A solid is formed by a cylinder of radius 3 cm and height 10 cm with a cone of the same radius and height 4 cm on top. Find its volume.. Worked solution: Volume = volume of cylinder + volume of cone = pi r^2 h + (1/3)pi r^2 h = pi x 3^2 x 10 + (1/3)pi x 3^2 x 4 = 90pi + 12pi = 102pi cubic cm.. Final answer: 102pi cubic cm,Worked Solution: q_tb_combination_solids_volume_001 Surface Areas and Volumes Volume of Combined Solids medium Question: A solid is formed by a cylinder of radius 3 cm and height 10 cm with a cone of the same radius and height 4 cm on top. Find its volume.. Worked solution: Volume = volume of cylinder + volume of cone = pi r^2 h + (1/3)pi r^2 h = pi x 3^2 x 10 + (1/3)pi x 3^2 x 4 = 90pi + 12pi = 102pi cubic cm.. Final answer: 102pi cubic cm,solution::q_tb_combination_solids_volume_001
solution::q_tri_005,solution,q_tri_005,ch_triangles,Triangles,c_basic_proportionality_theorem,Basic Proportionality Theorem,hard,Worked Solution: q_tri_005,"Question: In triangle ABC, D lies on AB and E lies on AC such that DE is parallel to BC. If AD = 3 cm, DB = x cm, AE = 4 cm, and EC = x + 2 cm, find x.. Worked solution: Since DE || BC, the intercepted sides are proportional, so AD/DB = AE/EC. Substitute the given values: 3/x = 4/(x + 2). Cross-multiplying gives 3x + 6 = 4x, hence x = 6.. Final answer: 6","Worked Solution: q_tri_005 Triangles Basic Proportionality Theorem hard Question: In triangle ABC, D lies on AB and E lies on AC such that DE is parallel to BC. If AD = 3 cm, DB = x cm, AE = 4 cm, and EC = x + 2 cm, find x.. Worked solution: Since DE || BC, the intercepted sides are proportional, so AD/DB = AE/EC. Substitute the given values: 3/x = 4/(x + 2). Cross-multiplying gives 3x + 6 = 4x, hence x = 6.. Final answer: 6",solution::q_tri_005
solution::q_tri_002,solution,q_tri_002,ch_triangles,Triangles,c_basic_proportionality_theorem,Basic Proportionality Theorem,medium,Worked Solution: q_tri_002,"Question: In triangle ABC, D lies on AB and E lies on AC. If DE is parallel to BC, AD = 3 cm, DB = 2 cm, and AE = 4.5 cm, find AC.. Worked solution: Since DE || BC, triangle ADE is similar to triangle ABC. Therefore AD/AB = AE/AC. Here AB = AD + DB = 5 cm. So 3/5 = 4.5/AC, giving AC = (4.5 x 5)/3 = 7.5 cm.. Final answer: 7.5 cm","Worked Solution: q_tri_002 Triangles Basic Proportionality Theorem medium Question: In triangle ABC, D lies on AB and E lies on AC. If DE is parallel to BC, AD = 3 cm, DB = 2 cm, and AE = 4.5 cm, find AC.. Worked solution: Since DE || BC, triangle ADE is similar to triangle ABC. Therefore AD/AB = AE/AC. Here AB = AD + DB = 5 cm. So 3/5 = 4.5/AC, giving AC = (4.5 x 5)/3 = 7.5 cm.. Final answer: 7.5 cm",solution::q_tri_002
solution::q_tri_003,solution,q_tri_003,ch_triangles,Triangles,c_pythagoras_theorem,Pythagoras Theorem,medium,Worked Solution: q_tri_003,"Question: A right triangle has legs of length 9 cm and 12 cm. Find the length of the hypotenuse.. Worked solution: Using Pythagoras theorem, hypotenuse^2 = 9^2 + 12^2 = 81 + 144 = 225. So the hypotenuse is sqrt(225) = 15 cm.. Final answer: 15 cm","Worked Solution: q_tri_003 Triangles Pythagoras Theorem medium Question: A right triangle has legs of length 9 cm and 12 cm. Find the length of the hypotenuse.. Worked solution: Using Pythagoras theorem, hypotenuse^2 = 9^2 + 12^2 = 81 + 144 = 225. So the hypotenuse is sqrt(225) = 15 cm.. Final answer: 15 cm",solution::q_tri_003
solution::q_tri_001,solution,q_tri_001,ch_triangles,Triangles,c_similar_triangles,Similar Triangles,easy,Worked Solution: q_tri_001,"Question: The sides of two triangles are 6 cm, 8 cm, 10 cm and 9 cm, 12 cm, 15 cm. Are the triangles similar?. Worked solution: Compare corresponding sides: 9/6 = 12/8 = 15/10 = 3/2. Since all three side ratios are equal, the triangles are similar by the SSS similarity criterion.. Final answer: Yes, the triangles are similar.","Worked Solution: q_tri_001 Triangles Similar Triangles easy Question: The sides of two triangles are 6 cm, 8 cm, 10 cm and 9 cm, 12 cm, 15 cm. Are the triangles similar?. Worked solution: Compare corresponding sides: 9/6 = 12/8 = 15/10 = 3/2. Since all three side ratios are equal, the triangles are similar by the SSS similarity criterion.. Final answer: Yes, the triangles are similar.",solution::q_tri_001
solution::q_tri_004,solution,q_tri_004,ch_triangles,Triangles,c_similarity_area_ratio,Criteria for Similarity and Area Ratio,hard,Worked Solution: q_tri_004,"Question: Two similar triangles have corresponding side lengths in the ratio 3:5. If the area of the smaller triangle is 27 cm^2, find the area of the larger triangle.. Worked solution: For similar triangles, the ratio of areas equals the square of the ratio of corresponding sides. So smaller:larger area = 3^2:5^2 = 9:25. If 9 parts correspond to 27 cm^2, then 1 part is 3 cm^2, and 25 parts correspond to 75 cm^2.. Final answer: 75 cm^2","Worked Solution: q_tri_004 Triangles Criteria for Similarity and Area Ratio hard Question: Two similar triangles have corresponding side lengths in the ratio 3:5. If the area of the smaller triangle is 27 cm^2, find the area of the larger triangle.. Worked solution: For similar triangles, the ratio of areas equals the square of the ratio of corresponding sides. So smaller:larger area = 3^2:5^2 = 9:25. If 9 parts correspond to 27 cm^2, then 1 part is 3 cm^2, and 25 parts correspond to 75 cm^2.. Final answer: 75 cm^2",solution::q_tri_004
solution::q_trig_004,solution,q_trig_004,ch_trigonometry,Introduction to Trigonometry,c_heights_distances,Heights and Distances,hard,Worked Solution: q_trig_004,"Question: From a point on the ground 20 m away from the base of a tower, the angle of elevation of the top is 60 degrees. Find the height of the tower.. Worked solution: Let the height of the tower be h. Using tan 60 degrees = h/20 and tan 60 degrees = sqrt(3), we get h = 20*sqrt(3) m, which is approximately 34.64 m.. Final answer: 20*sqrt(3) m (approximately 34.64 m)","Worked Solution: q_trig_004 Introduction to Trigonometry Heights and Distances hard Question: From a point on the ground 20 m away from the base of a tower, the angle of elevation of the top is 60 degrees. Find the height of the tower.. Worked solution: Let the height of the tower be h. Using tan 60 degrees = h/20 and tan 60 degrees = sqrt(3), we get h = 20*sqrt(3) m, which is approximately 34.64 m.. Final answer: 20*sqrt(3) m (approximately 34.64 m)",solution::q_trig_004
solution::q_trig_002,solution,q_trig_002,ch_trigonometry,Introduction to Trigonometry,c_standard_trig_values,Standard Trigonometric Values,easy,Worked Solution: q_trig_002,"Question: Write the values of sin 30 degrees, cos 60 degrees, and tan 45 degrees.. Worked solution: These are standard trigonometric values: sin 30 degrees = 1/2, cos 60 degrees = 1/2, and tan 45 degrees = 1.. Final answer: sin 30 degrees = 1/2, cos 60 degrees = 1/2, tan 45 degrees = 1","Worked Solution: q_trig_002 Introduction to Trigonometry Standard Trigonometric Values easy Question: Write the values of sin 30 degrees, cos 60 degrees, and tan 45 degrees.. Worked solution: These are standard trigonometric values: sin 30 degrees = 1/2, cos 60 degrees = 1/2, and tan 45 degrees = 1.. Final answer: sin 30 degrees = 1/2, cos 60 degrees = 1/2, tan 45 degrees = 1",solution::q_trig_002
solution::q_trig_003,solution,q_trig_003,ch_trigonometry,Introduction to Trigonometry,c_trig_identities,Trigonometric Identities,medium,Worked Solution: q_trig_003,"Question: If sin(theta) = 3/5 and cos(theta) = 4/5 for an acute angle theta, verify that 1 + tan^2(theta) = sec^2(theta).. Worked solution: Compute tan(theta) = sin(theta)/cos(theta) = (3/5)/(4/5) = 3/4. Then 1 + tan^2(theta) = 1 + 9/16 = 25/16. Also sec(theta) = 1/cos(theta) = 5/4, so sec^2(theta) = 25/16. Hence the identity is verified.. Final answer: Both sides equal 25/16","Worked Solution: q_trig_003 Introduction to Trigonometry Trigonometric Identities medium Question: If sin(theta) = 3/5 and cos(theta) = 4/5 for an acute angle theta, verify that 1 + tan^2(theta) = sec^2(theta).. Worked solution: Compute tan(theta) = sin(theta)/cos(theta) = (3/5)/(4/5) = 3/4. Then 1 + tan^2(theta) = 1 + 9/16 = 25/16. Also sec(theta) = 1/cos(theta) = 5/4, so sec^2(theta) = 25/16. Hence the identity is verified.. Final answer: Both sides equal 25/16",solution::q_trig_003
